User_ID,Product_ID,Rating,Purchase_Count,Region_Code,Device_Type,Session_Length,Discount_Used,Return_Flag,Review
436,411,1,19,22,Mobile,235,0,1,service price support average value excellent
437,871,1,13,40,Mobile,66,0,0,value product service excellent experience delivery
438,943,2,1,33,Web,15,1,1,service performance quality poor delivery product
439,651,2,10,8,Mobile,284,1,1,poor price service fantastic design experience
440,847,3,5,38,Mobile,250,1,1,fantastic poor support excellent delivery product
441,964,2,1,42,Mobile,189,1,0,poor quality value price support service
442,988,1,8,49,Mobile,285,0,0,performance delivery service bad excellent quality
443,375,4,14,10,Mobile,95,1,1,poor product bad fantastic quality average
444,704,4,18,32,Web,77,1,0,performance experience average poor delivery support
445,103,1,14,35,Mobile,166,1,1,product price performance quality value bad
446,339,1,16,8,Web,199,0,0,average quality service performance design experience
447,103,3,7,1,Mobile,52,0,0,bad product average delivery performance experience
448,619,2,1,14,Mobile,287,0,1,delivery performance bad average value design
449,828,5,1,49,Mobile,65,1,1,average price performance bad fantastic support
450,757,4,14,39,Web,251,1,0,poor average bad design support experience
451,354,2,3,17,Web,166,1,0,support service price excellent product design
452,486,1,3,16,Mobile,140,0,1,price experience value service bad support
453,923,2,8,45,Web,5,1,0,quality bad delivery product design service
454,369,2,16,43,Web,275,0,1,fantastic bad excellent quality performance support
455,391,2,17,23,Web,93,0,1,experience fantastic performance quality bad price
456,596,5,11,40,Mobile,198,1,1,support delivery experience bad design fantastic
457,336,5,11,50,Web,259,1,0,service quality excellent product performance fantastic
458,571,1,19,37,Mobile,185,0,1,price poor design delivery service fantastic
459,312,1,7,37,Web,214,1,1,excellent quality poor product performance value
460,162,5,18,34,Web,7,0,0,quality bad excellent average design price
461,431,1,1,4,Mobile,187,0,0,price average quality value excellent performance
462,248,4,9,15,Web,49,1,0,average experience product price excellent performance
463,690,3,1,17,Mobile,222,1,0,support bad poor design excellent fantastic
464,416,5,3,2,Web,257,1,0,fantastic design delivery support service product
465,618,3,18,3,Mobile,78,0,0,delivery price fantastic performance poor service
466,150,4,14,48,Mobile,197,1,1,delivery service quality value experience design
467,932,4,2,5,Web,208,1,0,poor average delivery support price fantastic
468,514,1,2,9,Web,77,0,0,product excellent average experience quality support
469,522,4,7,46,Web,111,1,1,fantastic performance experience design product delivery
470,184,5,19,46,Mobile,66,0,0,product quality price average experience excellent
471,803,5,13,19,Web,130,1,0,delivery support service fantastic average experience
472,806,3,10,11,Mobile,212,1,1,excellent fantastic experience bad product performance
473,113,4,16,15,Mobile,87,0,1,service excellent design value fantastic support
474,843,5,16,15,Web,202,0,0,quality product bad support service value
475,859,4,1,25,Mobile,198,1,0,design price quality experience fantastic delivery
476,956,3,4,15,Web,172,1,1,experience support delivery product quality value
477,983,1,9,3,Mobile,251,1,0,bad product average poor quality support
478,128,4,5,28,Mobile,262,0,1,poor price service quality average bad
479,873,2,2,4,Web,37,1,0,quality average performance fantastic bad value
480,349,1,16,30,Mobile,154,1,0,value bad design price quality fantastic
481,569,5,16,32,Mobile,131,1,1,quality value design price performance product
482,455,2,4,39,Mobile,283,0,0,price fantastic poor bad experience delivery
483,661,1,1,3,Mobile,179,0,1,excellent price product quality average experience
484,621,3,4,42,Web,38,0,1,delivery experience average quality support price
485,672,5,17,6,Mobile,192,0,1,performance price support design product fantastic
486,710,2,7,21,Web,286,0,0,design fantastic experience product performance poor
487,731,3,17,19,Mobile,235,1,0,delivery support average value performance product
488,254,2,5,46,Mobile,145,0,1,fantastic bad performance excellent poor design
489,189,1,6,27,Mobile,43,0,0,poor product experience support price excellent
490,460,2,6,45,Mobile,261,0,1,experience average quality price delivery value
491,173,4,16,41,Mobile,236,0,1,excellent value average fantastic product experience
492,513,4,6,10,Mobile,65,1,0,quality service support performance experience design
493,206,1,6,17,Web,35,1,1,service poor bad price quality design
494,943,2,5,8,Web,146,0,0,fantastic product experience average poor design
495,265,5,4,50,Web,126,1,1,experience design value performance poor bad
496,466,5,4,48,Web,118,1,0,delivery excellent quality value service average
497,705,4,12,20,Web,60,1,0,bad excellent support delivery poor price
498,275,3,15,25,Web,258,0,0,quality support fantastic delivery experience poor
499,532,3,16,4,Web,179,0,1,poor bad service average product fantastic
500,307,4,10,43,Web,38,0,0,poor product experience performance fantastic delivery
501,982,1,1,37,Web,131,0,0,average price poor bad fantastic performance
502,657,1,18,1,Web,194,1,1,experience product service value quality fantastic
503,345,1,20,10,Web,282,0,0,support price bad product experience value
504,482,4,11,18,Mobile,66,1,0,value excellent support product delivery service
505,199,2,4,47,Mobile,224,0,0,fantastic poor price quality average performance
506,832,3,5,23,Web,13,0,0,delivery experience service average quality price
507,890,4,4,39,Mobile,34,1,1,excellent experience service value bad poor
508,874,1,9,9,Web,138,0,0,excellent average design price performance value
509,688,4,9,34,Web,170,1,1,design performance service price product value
510,487,2,7,3,Mobile,29,0,1,fantastic delivery performance product quality average
511,332,4,17,31,Mobile,260,0,0,price performance experience service bad average
512,348,1,17,48,Web,100,0,0,performance fantastic delivery excellent price poor
513,134,1,7,42,Web,300,1,0,experience service support fantastic average excellent
514,487,3,10,16,Web,6,1,0,bad value poor design service experience
515,266,2,13,2,Mobile,119,0,1,fantastic product performance value delivery poor
516,300,2,12,37,Web,77,0,0,experience design fantastic quality bad performance
517,656,2,3,34,Web,33,1,1,experience product performance price delivery quality
518,862,1,17,34,Web,207,1,0,experience support poor quality fantastic value
519,458,5,18,12,Web,286,0,0,excellent bad average value performance design
520,253,3,20,12,Web,203,0,0,experience product value performance poor quality
521,260,4,18,44,Web,60,0,1,value poor service price quality performance
522,980,1,11,17,Mobile,168,0,0,bad value fantastic poor design delivery
523,338,5,12,42,Web,5,0,1,price delivery experience service product value
524,708,5,9,24,Web,273,0,1,experience delivery service design support quality
525,628,1,6,46,Mobile,125,1,0,service fantastic value design performance support
526,455,5,19,32,Mobile,252,0,0,product average excellent quality poor bad
527,716,2,5,35,Web,163,1,1,value design fantastic delivery performance quality
528,132,5,7,26,Mobile,71,0,1,design quality performance excellent price delivery
529,443,1,15,43,Mobile,162,0,0,experience price performance quality design average
530,203,2,2,28,Mobile,79,1,1,value fantastic excellent performance support delivery
531,890,3,5,39,Web,25,0,0,poor quality service performance support bad
532,463,1,5,27,Web,34,0,1,experience product average service performance delivery
533,550,5,4,18,Mobile,146,0,1,poor price value delivery support service
534,906,4,4,11,Mobile,203,0,0,experience delivery performance fantastic product value
535,601,4,19,13,Mobile,94,1,1,performance bad price average service design
536,969,2,17,30,Mobile,15,0,1,quality performance experience average delivery poor
537,219,5,2,25,Mobile,144,0,0,bad delivery performance excellent product average
538,723,4,17,5,Mobile,237,0,1,poor support delivery performance bad service
539,837,1,10,31,Mobile,111,0,0,price product delivery performance average support
540,990,3,10,18,Web,225,1,1,support service excellent performance price fantastic
541,288,5,16,16,Mobile,64,1,1,poor product quality excellent price service
542,353,2,5,26,Mobile,19,1,0,quality poor bad price performance delivery
543,544,2,10,1,Mobile,140,0,0,value design fantastic delivery average bad
544,115,5,19,18,Web,85,0,0,experience bad price poor support excellent
545,798,4,4,31,Web,201,0,1,experience service poor value bad support
546,962,3,18,41,Mobile,293,0,1,bad fantastic delivery performance design price
547,176,5,14,5,Mobile,65,1,1,bad excellent product support design service
548,633,3,20,43,Web,31,0,1,support excellent fantastic service quality performance
549,318,2,17,34,Mobile,69,1,0,poor bad average service performance price
550,521,1,1,12,Mobile,71,0,0,price support poor quality fantastic average
551,541,5,8,50,Mobile,282,0,1,product service fantastic average excellent design
552,377,4,6,11,Mobile,162,0,1,price design excellent poor quality service
553,431,1,9,2,Web,225,0,1,quality bad performance support price service
554,620,2,19,1,Web,250,1,0,average performance excellent experience design support
555,983,1,18,11,Web,89,0,0,quality experience fantastic poor delivery design
556,423,1,16,36,Web,102,1,0,value product price performance support delivery
557,876,3,13,11,Web,105,0,0,bad experience delivery product price poor
558,324,3,9,33,Mobile,129,1,0,fantastic performance poor price delivery excellent
559,971,4,8,16,Web,111,1,1,support fantastic performance excellent experience average
560,362,4,4,3,Mobile,32,0,0,service delivery excellent bad product experience
561,547,1,14,12,Mobile,198,0,1,average price experience delivery design bad
562,455,2,3,5,Mobile,136,1,1,product poor quality price service delivery
563,542,2,13,33,Web,10,0,1,price value quality fantastic product performance
564,759,4,11,42,Mobile,279,0,1,average experience value design quality support
565,682,5,3,12,Web,78,0,1,price average experience design performance bad
566,692,1,11,10,Web,230,1,1,support experience bad average value service
567,669,1,3,8,Web,169,0,1,quality excellent bad price average service
568,532,4,5,36,Mobile,184,1,1,bad poor fantastic excellent price delivery
569,840,4,16,3,Mobile,12,1,0,quality product average delivery support fantastic
570,271,2,13,29,Web,17,1,1,excellent experience performance service bad value
571,663,3,6,22,Mobile,193,1,0,quality fantastic bad performance value average
572,570,1,12,38,Web,164,1,0,performance excellent support service design experience
573,547,1,11,30,Mobile,108,0,1,support quality product price average design
574,627,4,15,48,Web,294,0,1,price fantastic design quality experience delivery
575,999,5,19,35,Web,236,0,0,excellent design performance experience average support
576,235,5,10,45,Mobile,244,1,1,design product support experience quality price
577,668,4,13,39,Mobile,282,0,1,support service design fantastic value product
578,669,4,18,34,Mobile,267,0,0,experience price average performance design excellent
579,956,1,15,22,Web,55,1,1,support design average quality price experience
580,459,3,19,50,Web,46,1,0,support fantastic design service excellent experience
581,373,4,8,5,Web,114,1,0,delivery design poor performance excellent service
582,340,5,12,48,Web,283,0,1,support design delivery performance experience excellent
583,354,3,20,8,Mobile,214,1,1,product service bad poor design fantastic
584,526,5,6,18,Web,58,0,0,bad value excellent design product performance
585,336,5,7,25,Web,170,1,1,poor service product support performance delivery
586,297,3,15,3,Mobile,99,1,1,performance value design delivery excellent quality
587,289,4,9,49,Web,128,1,0,poor delivery average excellent experience price
588,600,3,8,29,Web,116,1,0,performance bad fantastic product design excellent
589,211,4,11,37,Web,21,0,1,fantastic value average price support performance
590,999,5,1,40,Mobile,179,0,0,quality poor delivery price value excellent
591,237,4,19,24,Mobile,123,0,1,product value service delivery excellent performance
592,183,4,6,50,Web,111,1,0,product design bad delivery average poor
593,434,4,6,13,Mobile,29,0,0,quality service poor experience product average
594,735,2,3,42,Mobile,200,1,0,product price quality support fantastic performance
595,496,3,1,22,Web,191,0,1,experience delivery average value fantastic performance
596,899,4,2,11,Web,32,1,1,price poor product fantastic support bad
597,455,5,9,37,Mobile,205,0,1,value product fantastic service average support
598,279,4,12,22,Web,20,1,1,bad price delivery support fantastic excellent
599,710,4,14,14,Web,62,1,1,service average excellent experience performance support
600,877,1,20,8,Web,204,0,1,service quality excellent fantastic bad price
601,710,4,18,39,Mobile,125,0,1,price delivery service product value fantastic
602,669,4,20,20,Web,10,0,0,excellent value design fantastic poor quality
603,505,5,9,12,Mobile,204,1,1,service product poor design performance experience
604,999,3,19,29,Mobile,269,0,1,delivery fantastic design value service excellent
605,169,2,13,10,Web,70,1,0,excellent poor experience service design delivery
606,702,5,10,25,Mobile,217,1,1,average performance delivery experience fantastic service
607,502,5,6,34,Web,22,1,1,service delivery product bad excellent experience
608,586,1,10,41,Mobile,257,0,1,performance excellent design fantastic poor price
609,350,2,16,14,Web,134,0,1,price average support experience bad delivery
610,125,3,2,32,Web,173,1,1,bad value support design service quality
611,214,4,11,9,Web,120,1,0,poor delivery product experience service bad
612,435,3,15,40,Web,224,1,1,design poor bad quality excellent fantastic
613,622,4,19,25,Web,185,0,1,product fantastic design bad average experience
614,656,1,1,30,Web,36,1,0,fantastic value delivery performance average bad
615,316,5,5,38,Web,218,0,1,bad fantastic value average quality delivery
616,747,5,14,48,Mobile,2,1,1,design service excellent value delivery performance
617,990,4,7,49,Web,20,0,1,price experience product value fantastic support
618,570,5,7,17,Web,125,1,0,experience product excellent service poor delivery
619,974,1,13,42,Mobile,115,1,0,experience bad average quality delivery performance
620,398,4,20,30,Web,259,1,1,product bad average value excellent price
621,668,5,6,34,Web,127,1,1,bad quality experience design fantastic delivery
622,345,4,11,9,Web,165,0,0,average value product design delivery experience
623,732,1,15,21,Web,295,0,0,bad average value fantastic excellent support
624,327,5,9,22,Web,142,1,1,fantastic poor excellent product value experience
625,233,5,3,28,Mobile,89,1,1,poor product design support excellent quality
626,368,5,20,26,Web,259,1,1,fantastic service product average experience quality
627,914,4,10,3,Mobile,74,0,1,quality fantastic bad service design value
628,453,4,15,6,Mobile,230,1,0,excellent poor value service product design
629,196,3,6,8,Web,164,1,0,support design service quality performance fantastic
630,527,2,17,20,Web,92,1,1,experience average bad product service price
631,468,2,12,2,Web,4,1,0,product service fantastic average excellent experience
632,527,2,10,49,Mobile,199,0,1,performance fantastic support quality design average
633,842,4,13,31,Web,77,0,1,bad product excellent value experience fantastic
634,845,4,6,8,Web,296,1,0,quality price excellent fantastic design bad
635,973,2,16,30,Mobile,91,0,0,experience product price quality value fantastic
636,770,2,13,10,Mobile,70,1,0,fantastic service experience product bad poor
637,378,5,12,49,Mobile,218,1,0,design performance bad service quality delivery
638,280,1,19,18,Mobile,186,1,1,price delivery average poor service excellent
639,776,2,20,29,Mobile,234,1,1,fantastic support price excellent product design
640,955,3,12,26,Mobile,40,0,0,price value fantastic excellent average service
641,650,5,12,17,Mobile,180,0,1,service design fantastic bad excellent support
642,276,3,5,16,Web,68,0,1,price performance excellent delivery design service
643,543,3,9,30,Web,200,0,1,price product delivery fantastic performance support
644,876,2,14,32,Web,57,0,1,experience quality performance delivery bad excellent
645,452,3,8,34,Mobile,241,0,1,value fantastic excellent quality delivery average
646,676,1,6,30,Mobile,43,0,1,quality average excellent bad support performance
647,902,2,9,31,Mobile,198,1,0,price bad excellent quality service experience
648,733,1,11,2,Web,288,1,0,price support delivery excellent product service
649,214,3,15,37,Web,41,0,1,service value delivery design bad quality
650,572,3,16,45,Mobile,274,1,1,support fantastic experience quality performance product
651,818,1,14,6,Web,168,1,0,poor support quality fantastic service experience
652,318,3,20,50,Web,297,0,1,poor design value average experience price
653,957,5,13,23,Mobile,179,1,0,poor quality fantastic bad service design
654,342,1,6,35,Web,283,0,0,experience support design service performance value
655,723,4,11,3,Web,158,0,0,average experience price excellent delivery product
656,201,1,11,1,Mobile,184,0,0,average experience performance design value poor
657,584,3,8,35,Mobile,197,1,0,performance experience fantastic average quality excellent
658,632,2,17,24,Mobile,250,1,1,value delivery poor average excellent support
659,288,5,15,36,Web,192,0,1,performance excellent average price fantastic poor
660,635,1,17,33,Web,230,1,0,support average excellent design fantastic experience
661,600,3,18,36,Mobile,111,1,0,bad fantastic delivery excellent performance service
662,695,2,14,1,Web,112,1,1,delivery bad price support product performance
663,607,4,2,8,Web,166,0,1,bad value design poor excellent support
664,444,3,15,31,Mobile,5,1,0,average quality performance delivery value support
665,110,5,5,50,Mobile,250,1,1,value price delivery bad performance experience
666,883,4,15,16,Web,34,1,0,experience delivery service support product value
667,325,5,17,14,Mobile,284,0,1,bad performance excellent poor support quality
668,409,2,18,34,Web,121,0,1,bad service poor average fantastic experience
669,300,5,1,3,Web,69,1,0,design bad value service performance experience
670,395,1,9,22,Mobile,28,0,1,quality support fantastic poor performance design
671,384,5,3,33,Web,167,0,1,price experience product support excellent bad
672,775,3,15,49,Web,163,1,1,delivery average value fantastic support design
673,993,4,13,8,Web,91,1,0,performance support product quality poor service
674,113,5,7,44,Mobile,44,1,0,design fantastic performance service bad excellent
675,266,1,3,31,Web,57,0,0,experience service price fantastic poor average
676,243,1,1,9,Mobile,116,1,0,fantastic poor service bad delivery value
677,679,1,15,49,Web,15,1,1,excellent average support value fantastic performance
678,930,1,5,12,Web,196,0,0,bad support performance design quality experience
679,601,1,3,37,Mobile,300,0,1,delivery excellent poor bad quality product
680,424,2,15,27,Web,32,0,0,value performance delivery product design quality
681,204,5,4,35,Mobile,246,0,1,product quality delivery support excellent poor
682,952,1,18,45,Mobile,98,0,1,design performance bad price experience service
683,682,4,9,7,Web,191,1,0,fantastic average bad performance design price
684,172,2,7,13,Web,192,1,1,price quality bad design fantastic average
685,545,1,5,50,Web,265,1,1,performance value excellent design product support
686,565,1,18,29,Web,98,0,1,value design average delivery price product
687,935,1,14,6,Web,132,1,1,price poor average experience product service
688,160,1,7,7,Web,101,0,0,quality service average bad support experience
689,669,1,5,20,Mobile,119,0,0,value poor price service performance quality
690,248,1,4,37,Mobile,164,1,0,design price poor product experience value
691,317,3,20,13,Mobile,174,1,1,performance average excellent bad experience delivery
692,647,2,3,27,Web,187,0,0,support bad product performance experience average
693,363,2,5,19,Mobile,102,1,1,product fantastic price average service delivery
694,809,5,1,43,Web,53,1,1,price product poor value experience excellent
695,786,1,17,1,Web,191,1,0,fantastic experience price support value quality
696,256,3,18,8,Web,155,0,0,support poor design value product excellent
697,429,1,18,43,Web,33,1,1,service quality bad excellent fantastic value
698,154,1,13,12,Web,114,0,0,service fantastic support product quality experience
699,387,5,8,46,Mobile,154,0,0,excellent poor product service price delivery
700,320,2,18,50,Mobile,166,1,1,fantastic excellent performance service bad product
701,464,4,5,32,Web,89,1,1,experience fantastic performance average excellent support
702,695,5,18,29,Mobile,99,0,1,design average price service performance fantastic
703,769,3,10,29,Web,155,0,0,bad support excellent design price experience
704,971,3,1,47,Web,234,1,0,quality bad performance delivery product average
705,479,1,8,6,Mobile,145,0,0,poor excellent product value bad delivery
706,727,4,17,17,Web,14,1,1,delivery quality experience support average value
707,861,3,17,16,Mobile,132,0,1,bad product performance excellent design support
708,963,2,5,45,Mobile,249,1,1,product excellent fantastic average design support
709,368,4,1,2,Mobile,169,1,0,delivery product service poor performance bad
710,295,3,4,23,Mobile,109,1,1,product support value excellent poor price
711,578,3,11,37,Web,199,1,0,performance price experience poor quality average
712,918,3,17,17,Web,228,1,1,support poor performance average service delivery
713,665,2,5,10,Mobile,159,1,1,excellent price poor performance average product
714,183,3,19,39,Mobile,160,1,0,delivery average bad price service fantastic
715,424,2,11,41,Web,256,1,0,performance quality service experience average delivery
716,377,1,9,31,Web,2,1,1,design service excellent support delivery value
717,955,3,15,42,Web,103,0,1,performance poor product support delivery fantastic
718,319,2,13,24,Web,254,1,0,average design excellent experience fantastic service
719,360,2,3,1,Web,282,0,0,support value quality service fantastic design
720,179,1,4,21,Web,263,1,0,bad poor product design fantastic price
721,159,4,8,17,Web,100,1,0,product delivery support performance bad quality
722,305,1,6,40,Mobile,53,1,0,value fantastic service performance poor experience
723,229,1,3,11,Mobile,283,0,0,quality service fantastic experience support price
724,407,3,18,6,Web,275,0,0,design average quality poor value fantastic
725,659,3,16,6,Web,10,0,1,delivery poor bad price experience design
726,938,3,6,21,Web,10,0,1,product quality price excellent design performance
727,776,4,9,19,Mobile,94,1,1,value quality product fantastic delivery support
728,615,4,20,25,Web,2,0,1,excellent poor bad product experience service
729,184,1,12,5,Mobile,51,1,1,quality service experience support price performance
730,224,3,15,47,Web,13,0,0,product value quality service price fantastic
731,461,2,13,14,Mobile,289,1,0,experience price value quality design excellent
732,757,5,17,46,Web,227,1,0,delivery experience average fantastic product price
733,479,5,15,24,Web,1,1,1,bad product price support average quality
734,304,4,8,27,Web,208,0,1,average fantastic performance excellent value delivery
735,955,3,13,49,Web,247,1,1,design service delivery performance support quality
736,316,3,11,2,Web,223,1,1,delivery average bad fantastic experience product
737,437,5,9,34,Web,162,1,0,fantastic quality value product bad service
738,851,1,6,8,Mobile,238,1,1,bad price delivery quality experience average
739,716,2,11,31,Mobile,234,0,1,excellent bad average product performance value
740,656,2,19,47,Web,296,1,0,fantastic delivery poor quality value experience
741,877,4,9,33,Web,126,0,1,support value fantastic experience excellent price
742,100,1,12,21,Mobile,183,1,0,design fantastic service value poor experience
743,616,5,16,30,Web,117,1,0,design performance fantastic service experience poor
744,350,4,16,14,Web,88,1,1,support poor design excellent price service
745,340,2,7,3,Web,180,0,1,quality value average excellent product price
746,108,5,14,38,Mobile,182,1,1,quality product service fantastic average performance
747,494,5,17,17,Mobile,111,0,0,bad product service poor support value
748,275,4,5,41,Web,121,0,1,delivery product design value bad service
749,381,2,9,34,Web,82,0,1,poor product support service excellent delivery
750,145,1,6,15,Web,42,0,1,bad excellent value delivery average fantastic
751,452,4,20,3,Mobile,5,1,0,price fantastic poor delivery quality support
752,325,2,2,48,Mobile,95,0,1,delivery bad support service excellent experience
753,169,2,10,44,Web,16,1,0,price experience fantastic service average support
754,779,4,5,30,Mobile,170,0,1,product service performance delivery fantastic value
755,560,5,18,39,Web,151,1,0,fantastic bad support delivery service experience
756,250,1,4,12,Mobile,156,0,1,fantastic design poor service bad delivery
757,572,4,13,2,Web,52,1,0,delivery average performance fantastic quality support
758,964,3,15,48,Web,120,1,0,performance fantastic bad quality service excellent
759,303,2,11,26,Web,69,0,0,value experience excellent support product average
760,653,3,1,30,Mobile,275,0,1,bad price quality value support delivery
761,527,4,19,15,Web,71,1,0,service quality product excellent design value
762,410,4,6,49,Web,183,1,1,bad average delivery excellent experience fantastic
763,272,4,4,35,Mobile,127,1,1,design poor value excellent fantastic performance
764,120,5,8,3,Web,121,0,0,fantastic poor delivery value experience quality
765,405,4,7,37,Mobile,275,0,1,average bad experience service excellent quality
766,891,5,11,5,Mobile,121,1,0,bad poor design support performance experience
767,752,1,18,46,Web,282,1,0,design service product support fantastic quality
768,691,3,7,9,Mobile,243,1,0,experience support average service excellent poor
769,150,2,2,40,Mobile,282,1,1,service average excellent design poor support
770,623,3,15,15,Web,39,1,1,price design product support service value
771,329,2,20,19,Web,205,1,0,product fantastic value support average experience
772,456,1,1,49,Mobile,87,0,0,excellent quality performance product fantastic experience
773,882,4,2,34,Mobile,98,0,1,price design value average fantastic delivery
774,150,4,4,30,Mobile,116,0,1,price fantastic poor delivery excellent service
775,900,3,13,15,Mobile,212,0,0,price product delivery bad excellent poor
776,881,5,14,29,Web,92,1,1,fantastic value price design experience service
777,204,1,14,30,Mobile,267,0,1,service bad delivery performance design quality
778,572,4,14,44,Web,93,1,1,performance price quality value average experience
779,374,3,12,49,Web,40,1,1,excellent quality fantastic service support value
780,914,4,19,32,Web,194,0,0,experience design average fantastic bad value
781,174,5,1,24,Web,4,1,1,value poor product fantastic quality price
782,566,1,12,43,Mobile,83,1,1,service bad support average fantastic value
783,437,4,18,18,Mobile,233,1,0,service performance design product experience bad
784,863,2,20,3,Mobile,178,0,1,bad excellent quality value product average
785,894,2,2,35,Mobile,54,1,1,quality support excellent value service fantastic
786,868,4,12,33,Mobile,157,1,0,value price product bad service average
787,112,5,16,5,Mobile,211,0,1,excellent delivery experience average poor product
788,594,5,6,29,Web,57,1,0,price average fantastic product value quality
789,742,2,3,21,Mobile,42,0,1,price product quality fantastic bad delivery
790,852,2,11,47,Mobile,53,1,1,service performance support product design fantastic
791,949,1,7,1,Mobile,6,1,1,performance poor delivery price design product
792,809,1,5,19,Mobile,49,0,0,fantastic experience average bad value support
793,538,3,5,1,Mobile,64,1,1,design bad experience delivery quality poor
794,525,5,8,4,Web,7,1,0,quality experience average poor design bad
795,365,4,3,42,Web,263,0,1,excellent bad service design poor fantastic
796,721,3,18,7,Mobile,149,1,0,average experience poor design fantastic service
797,471,4,10,3,Web,289,1,0,bad average service fantastic design quality
798,669,1,7,7,Web,66,1,1,support product average delivery excellent poor
799,330,1,17,18,Web,253,1,0,service excellent fantastic poor design support
800,718,1,19,17,Mobile,109,0,1,price performance experience poor average delivery
801,935,3,5,27,Web,156,0,1,support fantastic service value poor performance
802,122,1,6,32,Web,21,1,0,service excellent price poor quality experience
803,533,4,18,24,Mobile,5,0,1,service quality product excellent average price
804,328,4,7,23,Web,148,1,0,delivery poor excellent bad performance fantastic
805,138,3,9,35,Web,237,0,0,design experience quality performance price average
806,837,1,18,27,Web,85,1,0,price delivery quality bad service fantastic
807,306,4,7,28,Web,247,1,0,delivery fantastic service design bad support
808,641,3,15,14,Mobile,27,1,0,excellent design product delivery support poor
809,439,3,15,27,Mobile,294,1,0,design bad excellent price poor service
810,123,1,9,7,Web,166,0,1,price design product fantastic excellent value
811,152,2,7,34,Web,26,1,0,value experience quality support delivery poor
812,416,4,10,25,Mobile,154,1,1,service quality bad support delivery experience
813,266,1,7,40,Mobile,267,1,1,quality value experience service average fantastic
814,341,4,3,18,Web,62,0,0,excellent quality average delivery experience support
815,241,2,6,29,Web,296,1,0,excellent fantastic quality support delivery bad
816,379,5,6,16,Mobile,123,0,0,average product quality fantastic support delivery
817,159,1,14,37,Mobile,243,1,0,average poor support experience fantastic price
818,619,5,1,14,Web,46,0,1,excellent support design quality value bad
819,572,1,15,11,Web,67,1,1,experience fantastic support poor delivery service
820,526,5,12,1,Mobile,46,0,1,price product average service value delivery
821,339,1,17,15,Web,18,0,0,delivery support price bad experience poor
822,521,2,14,32,Mobile,182,0,0,design delivery excellent fantastic bad performance
823,337,5,19,47,Web,43,0,0,product quality excellent bad value support
824,814,4,7,44,Mobile,291,0,0,product bad design poor excellent service
825,646,4,7,6,Mobile,46,1,0,performance experience value support fantastic delivery
826,116,1,1,43,Mobile,287,0,0,support bad experience average fantastic excellent
827,504,2,13,2,Web,55,1,0,value experience product design average service
828,651,3,14,42,Mobile,44,0,1,bad delivery experience average service quality
829,885,3,3,31,Web,78,0,1,product delivery excellent value design quality
830,633,1,4,28,Mobile,267,0,1,poor bad price experience average delivery
831,949,3,18,19,Mobile,239,0,1,experience average fantastic product support performance
832,657,2,7,31,Mobile,99,0,0,bad fantastic performance excellent product service
833,331,1,18,16,Web,64,1,0,support fantastic design value excellent service
834,181,1,7,29,Web,131,0,1,value average quality design experience service
835,707,2,11,40,Mobile,134,1,0,design poor bad experience performance fantastic
836,469,1,15,47,Web,122,1,0,support value price excellent performance average
837,915,4,14,21,Web,288,0,1,experience poor fantastic support design price
838,278,1,15,29,Web,196,0,1,excellent experience design price service delivery
839,532,2,14,2,Web,127,1,1,bad delivery product support value price
840,536,4,9,12,Mobile,287,1,1,design delivery support fantastic excellent quality
841,264,3,6,47,Mobile,49,1,0,product fantastic experience quality bad value
842,301,3,20,3,Mobile,216,1,1,quality performance price poor service experience
843,897,3,11,5,Web,239,1,1,average performance experience price service value
844,278,5,4,43,Mobile,85,0,0,price product fantastic value quality service
845,728,5,9,35,Web,6,0,0,quality support product fantastic excellent delivery
846,169,2,11,4,Mobile,227,0,1,performance bad experience poor value fantastic
847,988,4,19,32,Mobile,229,0,1,fantastic value product service bad experience
848,554,3,2,23,Web,225,0,0,average delivery experience product service fantastic
849,178,3,11,19,Web,133,1,0,quality design experience product price support
850,782,4,10,32,Web,261,1,1,experience product service fantastic price performance
851,138,4,5,38,Mobile,195,0,1,service quality product delivery excellent average
852,998,2,18,50,Web,116,0,0,fantastic performance value quality design price
853,286,4,14,49,Web,145,0,0,design experience service support average performance
854,603,4,16,2,Mobile,142,1,1,product price excellent bad average design
855,708,4,12,9,Mobile,214,1,1,design performance value experience price bad
856,748,2,2,47,Mobile,91,1,1,product value service quality support price
857,686,4,17,37,Mobile,94,1,1,experience excellent product service poor delivery
858,697,1,2,6,Web,82,0,0,value support delivery product experience poor
859,461,1,1,37,Mobile,35,1,1,performance delivery support bad product quality
860,320,5,19,16,Mobile,149,0,1,excellent product value performance design experience
861,663,1,16,27,Mobile,94,1,1,support delivery average bad poor price
862,757,4,20,48,Mobile,221,1,1,delivery price product value excellent experience
863,272,1,6,38,Mobile,265,0,0,fantastic excellent delivery design average quality
864,104,4,17,10,Web,108,1,1,price design fantastic delivery bad average
865,505,4,6,41,Web,136,0,1,delivery value service excellent support average
866,430,4,5,34,Web,205,0,1,quality bad design experience fantastic poor
867,193,1,9,6,Web,237,1,1,price excellent support poor performance value
868,721,2,18,8,Web,50,0,0,fantastic service experience design price support
869,659,3,1,39,Mobile,258,0,0,support price value poor average excellent
870,711,4,3,1,Mobile,270,1,1,average excellent poor value support delivery
871,730,1,19,48,Web,147,1,0,experience support performance design delivery poor
872,404,2,13,18,Web,171,1,0,product delivery bad price excellent design
